#gene_id	functional_anno
SpGA2022_018900-R0	Protein of unknown function
SpGA2022_055705-R0	Similar to At2g19130: G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 (Arabidopsis thaliana)
SpGA2022_055706-R0	Similar to At2g19130: G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 (Arabidopsis thaliana)
SpGA2022_018903-R0	Protein of unknown function
SpGA2022_018904-R0	Similar to DCLRE1B: 5' exonuclease Apollo (Gallus gallus)
SpGA2022_018905-R0	Similar to KRP1: Calcium-binding protein KRP1 (Arabidopsis thaliana)
SpGA2022_018906-R0	Similar to PHOS34: Universal stress protein PHOS34 (Arabidopsis thaliana)
SpGA2022_018908-R0	Protein of unknown function
SpGA2022_018909-R0	Similar to At1g78750: F-box/FBD/LRR-repeat protein At1g78750 (Arabidopsis thaliana)
SpGA2022_055707-R0	Similar to B120: G-type lectin S-receptor-like serine/threonine-protein kinase B120 (Arabidopsis thaliana)
SpGA2022_018911-R0	Similar to At4g27290: G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 (Arabidopsis thaliana)
SpGA2022_055708-R0	Similar to SD18: Receptor-like serine/threonine-protein kinase SD1-8 (Arabidopsis thaliana)
SpGA2022_018913-R0	Similar to SD17: Receptor-like serine/threonine-protein kinase SD1-7 (Arabidopsis thaliana)
SpGA2022_018914-R0	Protein of unknown function
SpGA2022_018915-R0	Similar to SD16: Receptor-like serine/threonine-protein kinase SD1-6 (Arabidopsis thaliana)
SpGA2022_018916-R0	Similar to TPS11: Probable terpene synthase 11 (Ricinus communis)
SpGA2022_018917-R0	Similar to PSBQ2: Oxygen-evolving enhancer protein 3-2%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_018918-R0	Protein of unknown function
SpGA2022_018919-R0	Protein of unknown function
SpGA2022_055709-R0	Similar to TPS11: Probable terpene synthase 11 (Ricinus communis)
SpGA2022_018921-R0	Similar to At3g13150: Pentatricopeptide repeat-containing protein At3g13150 (Arabidopsis thaliana)
SpGA2022_018922-R0	Similar to SD17: Receptor-like serine/threonine-protein kinase SD1-7 (Arabidopsis thaliana)
SpGA2022_018923-R0	Similar to SD17: Receptor-like serine/threonine-protein kinase SD1-7 (Arabidopsis thaliana)
SpGA2022_018925-R0	Similar to MNS1: Mannosyl-oligosaccharide 1%2C2-alpha-mannosidase MNS1 (Arabidopsis thaliana)
SpGA2022_018925-R1	Similar to MNS1: Mannosyl-oligosaccharide 1%2C2-alpha-mannosidase MNS1 (Arabidopsis thaliana)
SpGA2022_018925-R2	Similar to MNS1: Mannosyl-oligosaccharide 1%2C2-alpha-mannosidase MNS1 (Arabidopsis thaliana)
SpGA2022_018927-R0	Protein of unknown function
SpGA2022_055711-R0	Similar to SD17: Receptor-like serine/threonine-protein kinase SD1-7 (Arabidopsis thaliana)
SpGA2022_055712-R0	Similar to SD18: Receptor-like serine/threonine-protein kinase SD1-8 (Arabidopsis thaliana)
SpGA2022_018930-R0	Protein of unknown function
SpGA2022_018931-R0	Similar to SD11: G-type lectin S-receptor-like serine/threonine-protein kinase SD1-1 (Arabidopsis thaliana)
SpGA2022_018932-R0	Similar to At4g27290: G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 (Arabidopsis thaliana)
SpGA2022_055713-R0	Similar to CRK6: Cysteine-rich receptor-like protein kinase 6 (Arabidopsis thaliana)
SpGA2022_018934-R0	Protein of unknown function
SpGA2022_055714-R0	Similar to SD18: Receptor-like serine/threonine-protein kinase SD1-8 (Arabidopsis thaliana)
SpGA2022_018935-R0	Protein of unknown function
SpGA2022_018937-R0	Protein of unknown function
SpGA2022_018938-R0	Protein of unknown function
SpGA2022_018939-R0	Similar to CRK7: Cysteine-rich receptor-like protein kinase 7 (Arabidopsis thaliana)
SpGA2022_055715-R0	Similar to CRK15: Cysteine-rich receptor-like protein kinase 15 (Arabidopsis thaliana)
SpGA2022_055716-R0	Similar to SRK6: Putative serine/threonine-protein kinase receptor (Brassica oleracea var. viridis)
SpGA2022_055717-R0	Similar to SD18: Receptor-like serine/threonine-protein kinase SD1-8 (Arabidopsis thaliana)
SpGA2022_018944-R0	Similar to SD16: Receptor-like serine/threonine-protein kinase SD1-6 (Arabidopsis thaliana)
SpGA2022_018944-R1	Similar to At4g27290: G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 (Arabidopsis thaliana)
SpGA2022_018945-R0	Similar to KIC: Calcium-binding protein KIC (Arabidopsis thaliana)
SpGA2022_018946-R0	Similar to TPS11: Probable terpene synthase 11 (Ricinus communis)
SpGA2022_018947-R0	Similar to THA8L: Protein THYLAKOID ASSEMBLY 8-like%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_018948-R0	Protein of unknown function
SpGA2022_055719-R0	Similar to ERH1: Phosphatidylinositol:ceramide inositolphosphotransferase (Oryza sativa subsp. japonica)
SpGA2022_018951-R0	Protein of unknown function
SpGA2022_018952-R0	Similar to At3g53970: Probable proteasome inhibitor (Arabidopsis thaliana)
SpGA2022_018953-R0	Protein of unknown function
SpGA2022_018954-R0	Similar to GH3.6: Indole-3-acetic acid-amido synthetase GH3.6 (Arabidopsis thaliana)
SpGA2022_018955-R0	Protein of unknown function
SpGA2022_018956-R0	Similar to BHLH112: Transcription factor bHLH112 (Arabidopsis thaliana)
SpGA2022_018957-R0	Similar to At4g27270: Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 (Arabidopsis thaliana)
SpGA2022_018958-R0	Protein of unknown function
SpGA2022_055720-R0	Similar to PUB8: U-box domain-containing protein 8 (Arabidopsis thaliana)
SpGA2022_055721-R0	Similar to SD18: Receptor-like serine/threonine-protein kinase SD1-8 (Arabidopsis thaliana)
SpGA2022_018961-R0	Similar to KIC: Calcium-binding protein KIC (Arabidopsis thaliana)
SpGA2022_018962-R0	Similar to OCT4: Organic cation/carnitine transporter 4 (Arabidopsis thaliana)
SpGA2022_018963-R0	Similar to CIGR1: Chitin-inducible gibberellin-responsive protein 1 (Oryza sativa subsp. japonica)
SpGA2022_018964-R0	Protein of unknown function
SpGA2022_018965-R0	Similar to CRLK1: Calcium/calmodulin-regulated receptor-like kinase 1 (Arabidopsis thaliana)
SpGA2022_018966-R0	Similar to RPL24: 50S ribosomal protein L24%2C chloroplastic (Nicotiana tabacum)
SpGA2022_018967-R0	Protein of unknown function
SpGA2022_018968-R0	Similar to ANR: Anthocyanidin reductase ((2S)-flavan-3-ol-forming) (Vitis vinifera)
SpGA2022_018969-R0	Similar to Putative anthocyanidin reductase (Ginkgo biloba)
SpGA2022_018971-R0	Similar to At4g00390: Probable transcription factor At4g00390 (Arabidopsis thaliana)
SpGA2022_055722-R0	Similar to PCMP-H58: Pentatricopeptide repeat-containing protein At5g50390%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_018973-R0	Protein of unknown function
SpGA2022_018974-R0	Similar to PSBQ2: Oxygen-evolving enhancer protein 3-2%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_018975-R0	Protein of unknown function
SpGA2022_055723-R0	Similar to KIN14H: Kinesin-like protein KIN-14H (Oryza sativa subsp. japonica)
SpGA2022_018977-R0	Similar to BMY1: Beta-amylase (Glycine max)
SpGA2022_018978-R0	Protein of unknown function
SpGA2022_018979-R0	Protein of unknown function
SpGA2022_018980-R0	Similar to At3g29830: Putative F-box protein At3g29830 (Arabidopsis thaliana)
SpGA2022_055724-R0	Similar to PCMP-H8: Pentatricopeptide repeat-containing protein At1g18485 (Arabidopsis thaliana)
SpGA2022_055725-R0	Similar to CRK25: Cysteine-rich receptor-like protein kinase 25 (Arabidopsis thaliana)
SpGA2022_018983-R0	Protein of unknown function
SpGA2022_018984-R0	Similar to MYB58: Probable transcription factor MYB58 (Oryza sativa subsp. japonica)
SpGA2022_018985-R0	Similar to GAUT12: Probable galacturonosyltransferase 12 (Arabidopsis thaliana)
SpGA2022_018986-R0	Similar to ATXR2: Histone-lysine N-methyltransferase ATXR2 (Arabidopsis thaliana)
SpGA2022_018987-R0	Similar to PEX22: Peroxisome biogenesis protein 22 (Arabidopsis thaliana)
SpGA2022_018988-R0	Similar to FIE2: Polycomb group protein FIE1 (Oryza sativa subsp. japonica)
SpGA2022_018989-R0	Similar to FIE2: Polycomb group protein FIE2 (Zea mays)
SpGA2022_018990-R0	Similar to At4g04790: Pentatricopeptide repeat-containing protein At4g04790%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_018991-R0	Protein of unknown function
SpGA2022_055726-R0	Similar to TRABD: TraB domain-containing protein (Bos taurus)
SpGA2022_018993-R0	Similar to GPAT9: Glycerol-3-phosphate acyltransferase 9 (Arabidopsis thaliana)
SpGA2022_018994-R0	Protein of unknown function
SpGA2022_018995-R0	Similar to PRX74: Peroxidase 1 (Oryza sativa subsp. japonica)
SpGA2022_018996-R0	Protein of unknown function
SpGA2022_055727-R0	Similar to GA2OX8: Gibberellin 2-beta-dioxygenase 8 (Arabidopsis thaliana)
SpGA2022_018998-R0	Similar to KAS1: 3-oxoacyl-[acyl-carrier-protein] synthase I%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_018999-R0	Similar to ERDJ7: DnaJ protein ERDJ7 (Oryza sativa subsp. japonica)
SpGA2022_019000-R0	Similar to APO4: APO protein 4%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_055728-R0	Similar to XTH8: Probable xyloglucan endotransglucosylase/hydrolase protein 8 (Arabidopsis thaliana)
SpGA2022_019002-R0	Similar to Isocitrate lyase (Gossypium hirsutum)
SpGA2022_055729-R0	Similar to At3g62470: Pentatricopeptide repeat-containing protein At3g62470%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_055730-R0	Similar to OST3B: Probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3B (Arabidopsis thaliana)
SpGA2022_019005-R0	Similar to PCMP-H52: Putative pentatricopeptide repeat-containing protein At3g11460%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019006-R0	Similar to At3g13160: Pentatricopeptide repeat-containing protein At3g13160%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019007-R0	Similar to TPS11: Probable terpene synthase 11 (Ricinus communis)
SpGA2022_019008-R0	Similar to PME2.2: Pectinesterase 2.2 (Solanum lycopersicum)
SpGA2022_019008-R1	Similar to PME2.2: Pectinesterase 2.2 (Solanum lycopersicum)
SpGA2022_019009-R0	Similar to COBL10: COBRA-like protein 10 (Arabidopsis thaliana)
SpGA2022_055732-R0	Similar to Tbc1d15: TBC1 domain family member 15 (Mus musculus)
SpGA2022_019011-R0	Similar to PDIL5-4: Protein disulfide isomerase-like 5-4 (Oryza sativa subsp. japonica)
SpGA2022_055733-R0	Similar to ROC1: Homeobox-leucine zipper protein ROC1 (Oryza sativa subsp. japonica)
SpGA2022_055734-R0	Similar to Ap5z1: AP-5 complex subunit zeta-1 (Mus musculus)
SpGA2022_019014-R0	Similar to GPT2: Glucose-6-phosphate/phosphate translocator 2%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019014-R1	Similar to GPT2: Glucose-6-phosphate/phosphate translocator 2%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019015-R0	Similar to RPL44: 60S ribosomal protein L44 (Gossypium hirsutum)
SpGA2022_019016-R0	Protein of unknown function
SpGA2022_055736-R0	Similar to DDL: FHA domain-containing protein DDL (Arabidopsis thaliana)
SpGA2022_055737-R0	Similar to GLR3.7: Glutamate receptor 3.7 (Arabidopsis thaliana)
SpGA2022_055738-R0	Similar to RPL6: 50S ribosomal protein L6%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019020-R0	Similar to TFIIAy: Transcription initiation factor IIA subunit 2 (Oryza sativa subsp. japonica)
SpGA2022_055739-R0	Similar to PLA1: Phospholipase A I (Arabidopsis thaliana)
SpGA2022_019022-R0	Protein of unknown function
SpGA2022_055740-R0	Similar to At4g01037: Protein WHAT'S THIS FACTOR 1 homolog%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019024-R0	Protein of unknown function
SpGA2022_019025-R0	Similar to TOR1: Microtubule-associated protein TORTIFOLIA1 (Arabidopsis thaliana)
SpGA2022_019026-R0	Similar to LBD22: LOB domain-containing protein 22 (Arabidopsis thaliana)
SpGA2022_019027-R0	Protein of unknown function
SpGA2022_055741-R0	Protein of unknown function
SpGA2022_019029-R0	Similar to DER2.2: Derlin-2.2 (Arabidopsis thaliana)
SpGA2022_019030-R0	Protein of unknown function
SpGA2022_055742-R0	Protein of unknown function
SpGA2022_055743-R0	Similar to SYNPCC7002_A1590: Uncharacterized protein SYNPCC7002_A1590 (Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6))
SpGA2022_019033-R0	Similar to DDB_G0272178: Protein LTO1 homolog (Dictyostelium discoideum)
SpGA2022_019034-R0	Similar to FAX5: Protein FATTY ACID EXPORT 5 (Arabidopsis thaliana)
SpGA2022_019035-R0	Similar to At5g54890: CRS2-associated factor 2%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_055744-R0	Similar to PAP18: Purple acid phosphatase 18 (Arabidopsis thaliana)
SpGA2022_019037-R0	Similar to At2g39960: Signal peptidase complex subunit 2 (Arabidopsis thaliana)
SpGA2022_019037-R1	Similar to At2g39960: Signal peptidase complex subunit 2 (Arabidopsis thaliana)
SpGA2022_019040-R0	Similar to Zmynd15: Zinc finger MYND domain-containing protein 15 (Mus musculus)
SpGA2022_019040-R1	Similar to Zmynd15: Zinc finger MYND domain-containing protein 15 (Mus musculus)
SpGA2022_019038-R0	Protein of unknown function
SpGA2022_019039-R0	Similar to PCMP-H8: Pentatricopeptide repeat-containing protein At1g18485 (Arabidopsis thaliana)
SpGA2022_055747-R0	Similar to GSTZ5: Protein IN2-1 homolog B (Oryza sativa subsp. japonica)
SpGA2022_019042-R0	Similar to ABCI8: UPF0051 protein ABCI8%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_055748-R0	Similar to MNM1: Protein METABOLIC NETWORK MODULATOR 1 (Arabidopsis thaliana)
SpGA2022_019044-R0	Protein of unknown function
SpGA2022_019045-R0	Similar to Immp1l: Mitochondrial inner membrane protease subunit 1 (Mus musculus)
SpGA2022_055749-R0	Similar to RH32: DEAD-box ATP-dependent RNA helicase 32 (Arabidopsis thaliana)
SpGA2022_055750-R0	Similar to RBP45: Polyadenylate-binding protein RBP45 (Nicotiana plumbaginifolia)
SpGA2022_055751-R0	Similar to 1-acyl-sn-glycerol-3-phosphate acyltransferase (Cocos nucifera)
SpGA2022_055752-R0	Protein of unknown function
SpGA2022_019050-R0	Similar to HSP70-16: Heat shock 70 kDa protein 16 (Arabidopsis thaliana)
SpGA2022_019051-R0	Similar to FRS5: Protein FAR1-RELATED SEQUENCE 5 (Arabidopsis thaliana)
SpGA2022_019052-R0	Protein of unknown function
SpGA2022_019053-R0	Protein of unknown function
SpGA2022_019054-R0	Similar to Os07g0515000: tRNA wybutosine-synthesizing protein 2/3/4 (Oryza sativa subsp. japonica)
SpGA2022_019055-R0	Similar to NIP2: NEP1-interacting protein 2 (Arabidopsis thaliana)
SpGA2022_019056-R0	Similar to RIDA: Reactive Intermediate Deaminase A%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019057-R0	Similar to IPO9: Importin-9 (Homo sapiens)
SpGA2022_019058-R0	Similar to IPO9: Importin-9 (Homo sapiens)
SpGA2022_019059-R0	Similar to eng2: Ascus wall endo-1%2C3(4)-beta-glucanase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
SpGA2022_019060-R0	Protein of unknown function
SpGA2022_019061-R0	Protein of unknown function
SpGA2022_055753-R0	Similar to B3GALT2: Probable beta-1%2C3-galactosyltransferase 2 (Arabidopsis thaliana)
SpGA2022_019063-R0	Similar to PCMP-H35: Putative pentatricopeptide repeat-containing protein At5g09950 (Arabidopsis thaliana)
SpGA2022_019063-R1	Protein of unknown function
SpGA2022_055755-R0	Similar to Os07g0507000: Probable protein phosphatase 2C 62 (Oryza sativa subsp. japonica)
SpGA2022_019067-R0	Similar to svkA: Serine/threonine-protein kinase svkA (Dictyostelium discoideum)
SpGA2022_019067-R1	Protein of unknown function
SpGA2022_019068-R0	Similar to Os01g0905400: B3 domain-containing protein Os01g0905400 (Oryza sativa subsp. japonica)
SpGA2022_019069-R0	Protein of unknown function
SpGA2022_055757-R0	Similar to UBP26: Ubiquitin carboxyl-terminal hydrolase 26 (Arabidopsis thaliana)
SpGA2022_019071-R0	Protein of unknown function
SpGA2022_055758-R0	Similar to APR3: 5'-adenylylsulfate reductase 3%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019073-R0	Protein of unknown function
SpGA2022_019074-R0	Similar to DOF1.4: Dof zinc finger protein DOF1.4 (Arabidopsis thaliana)
SpGA2022_019075-R0	Similar to SH3P3: SH3 domain-containing protein 3 (Arabidopsis thaliana)
SpGA2022_019076-R0	Protein of unknown function
SpGA2022_019077-R0	Similar to MBD5: Methyl-CpG-binding domain-containing protein 5 (Arabidopsis thaliana)
SpGA2022_019078-R0	Similar to Os11g0197600: B3 domain-containing protein Os11g0197600 (Oryza sativa subsp. japonica)
SpGA2022_019079-R0	Similar to ACA12: Calcium-transporting ATPase 12%2C plasma membrane-type (Arabidopsis thaliana)
SpGA2022_019080-R0	Similar to MBD7: Methyl-CpG-binding domain-containing protein 7 (Arabidopsis thaliana)
SpGA2022_019081-R0	Protein of unknown function
SpGA2022_019082-R0	Protein of unknown function
SpGA2022_019083-R0	Protein of unknown function
SpGA2022_055759-R0	Similar to CRR2: Pentatricopeptide repeat-containing protein At3g46790%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019085-R0	Similar to Bp10: L-ascorbate oxidase homolog (Brassica napus)
SpGA2022_055760-R0	Similar to NDC1: Alternative NAD(P)H-ubiquinone oxidoreductase C1%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
SpGA2022_019087-R0	Protein of unknown function
SpGA2022_019088-R0	Protein of unknown function
SpGA2022_055761-R0	Similar to VPS32.2: Vacuolar protein sorting-associated protein 32 homolog 2 (Arabidopsis thaliana)
SpGA2022_019090-R0	Similar to OFP4: Transcription repressor OFP4 (Arabidopsis thaliana)
SpGA2022_019091-R0	Protein of unknown function
SpGA2022_019092-R0	Similar to MED21: Mediator of RNA polymerase II transcription subunit 21 (Arabidopsis thaliana)
SpGA2022_019093-R0	Similar to At5g37690: GDSL esterase/lipase At5g37690 (Arabidopsis thaliana)
SpGA2022_019094-R0	Similar to GLYI-11: Lactoylglutathione lyase (Oryza sativa subsp. japonica)
SpGA2022_055762-R0	Similar to ADT1: Arogenate dehydratase/prephenate dehydratase 1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_019096-R0	Protein of unknown function
SpGA2022_019097-R0	Protein of unknown function
SpGA2022_019098-R0	Protein of unknown function
SpGA2022_019099-R0	Similar to MYB101: Transcription factor MYB101 (Arabidopsis thaliana)
SpGA2022_019100-R0	Protein of unknown function
SpGA2022_055763-R0	Similar to LPXK: Probable tetraacyldisaccharide 4'-kinase%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019102-R0	Similar to SPL4: Squamosa promoter-binding-like protein 4 (Arabidopsis thaliana)
SpGA2022_055764-R0	Similar to PGPP1: Phosphatidylglycerophosphate phosphatase 1%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
SpGA2022_019104-R0	Similar to DRMH1: Dormancy-associated protein homolog 1 (Arabidopsis thaliana)
SpGA2022_019105-R0	Similar to DRMH1: Dormancy-associated protein homolog 1 (Arabidopsis thaliana)
SpGA2022_019106-R0	Similar to DRMH1: Dormancy-associated protein homolog 1 (Arabidopsis thaliana)
SpGA2022_019107-R0	Protein of unknown function
SpGA2022_019108-R0	Similar to DRMH1: Dormancy-associated protein homolog 1 (Arabidopsis thaliana)
SpGA2022_019109-R0	Similar to At5g12100: Pentatricopeptide repeat-containing protein At5g12100%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_055765-R0	Similar to RING1A: Putative E3 ubiquitin-protein ligase RING1a (Arabidopsis thaliana)
SpGA2022_019111-R0	Protein of unknown function
SpGA2022_055766-R0	Similar to HIDM: 2-hydroxyisoflavanone dehydratase (Glycyrrhiza echinata)
SpGA2022_055767-R0	Similar to RLP4: Receptor-like protein 4 (Arabidopsis thaliana)
SpGA2022_019114-R0	Similar to ELP4: Elongator complex protein 4 (Arabidopsis thaliana)
SpGA2022_019115-R0	Similar to AMC4: Metacaspase-4 (Arabidopsis thaliana)
SpGA2022_019115-R1	Similar to AMC4: Metacaspase-4 (Arabidopsis thaliana)
SpGA2022_019116-R0	Protein of unknown function
SpGA2022_019117-R0	Similar to tag: DNA-3-methyladenine glycosylase 1 (Escherichia coli (strain K12))
SpGA2022_055769-R0	Similar to PCMP-H77: Putative pentatricopeptide repeat-containing protein At3g49142 (Arabidopsis thaliana)
SpGA2022_019119-R0	Similar to KS1: Ent-kaur-16-ene synthase%2C chloroplastic (Oryza sativa subsp. japonica)
SpGA2022_019120-R0	Similar to CYP97B2: Cytochrome P450 97B2%2C chloroplastic (Glycine max)
SpGA2022_019120-R1	Similar to CYP97B2: Cytochrome P450 97B2%2C chloroplastic (Glycine max)
SpGA2022_019121-R0	Protein of unknown function
SpGA2022_019122-R0	Protein of unknown function
SpGA2022_019123-R0	Protein of unknown function
SpGA2022_019124-R0	Similar to EMB2217: Pentatricopeptide repeat-containing protein At1g79490%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_019125-R0	Similar to Probable glutathione S-transferase (Nicotiana tabacum)
SpGA2022_019126-R0	Similar to Probable glutathione S-transferase (Nicotiana tabacum)
SpGA2022_019127-R0	Protein of unknown function
SpGA2022_019128-R0	Protein of unknown function
SpGA2022_019129-R0	Protein of unknown function
SpGA2022_055771-R0	Similar to At5g56590: Glucan endo-1%2C3-beta-glucosidase 13 (Arabidopsis thaliana)
SpGA2022_055772-R0	Similar to GLCNAC1PUT2: UDP-N-acetylglucosamine diphosphorylase 2 (Arabidopsis thaliana)
SpGA2022_019132-R0	Protein of unknown function
SpGA2022_019133-R0	Similar to PDF2.5: Defensin-like protein 6 (Arabidopsis thaliana)
SpGA2022_019134-R0	Protein of unknown function
SpGA2022_055773-R0	Similar to PKL: CHD3-type chromatin-remodeling factor PICKLE (Arabidopsis thaliana)
SpGA2022_055774-R0	Similar to RH36: DEAD-box ATP-dependent RNA helicase 36 (Arabidopsis thaliana)
SpGA2022_019137-R0	Similar to SKD1: Protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1 (Arabidopsis thaliana)
SpGA2022_055775-R0	Similar to HAK12: Putative potassium transporter 12 (Oryza sativa subsp. japonica)
SpGA2022_055776-R0	Protein of unknown function
SpGA2022_019140-R0	Protein of unknown function
SpGA2022_019141-R0	Similar to SRX: Sulfiredoxin%2C chloroplastic/mitochondrial (Arabidopsis thaliana)
SpGA2022_019142-R0	Protein of unknown function
SpGA2022_019143-R0	Similar to Antimicrobial peptide 1 (Macadamia integrifolia)
SpGA2022_019144-R0	Protein of unknown function
SpGA2022_019145-R0	Similar to At1g18900: Pentatricopeptide repeat-containing protein At1g18900 (Arabidopsis thaliana)
SpGA2022_019146-R0	Similar to At1g52620: Pentatricopeptide repeat-containing protein At1g52620 (Arabidopsis thaliana)
SpGA2022_019146-R1	Similar to At1g52620: Pentatricopeptide repeat-containing protein At1g52620 (Arabidopsis thaliana)
SpGA2022_019147-R0	Protein of unknown function
SpGA2022_019148-R0	Protein of unknown function
SpGA2022_019149-R0	Protein of unknown function
SpGA2022_019150-R0	Similar to Antimicrobial peptide 1 (Macadamia integrifolia)
SpGA2022_019151-R0	Similar to At1g52620: Pentatricopeptide repeat-containing protein At1g52620 (Arabidopsis thaliana)
SpGA2022_019152-R0	Protein of unknown function
SpGA2022_019153-R0	Similar to pol: Retrovirus-related Pol polyprotein from transposon 297 (Drosophila melanogaster)
SpGA2022_019154-R0	Protein of unknown function
SpGA2022_019155-R0	Protein of unknown function
SpGA2022_019156-R0	Protein of unknown function
SpGA2022_019157-R0	Protein of unknown function
SpGA2022_019158-R0	Protein of unknown function
SpGA2022_019159-R0	Protein of unknown function
SpGA2022_019160-R0	Protein of unknown function
SpGA2022_019161-R0	Protein of unknown function
SpGA2022_019162-R0	Similar to Antimicrobial peptide 1 (Macadamia integrifolia)
SpGA2022_019163-R0	Protein of unknown function
SpGA2022_019164-R0	Protein of unknown function
SpGA2022_019165-R0	Protein of unknown function
SpGA2022_019166-R0	Similar to HAK13: Probable potassium transporter 13 (Oryza sativa subsp. japonica)
SpGA2022_019167-R0	Protein of unknown function
SpGA2022_019168-R0	Similar to At1g56130: Probable LRR receptor-like serine/threonine-protein kinase At1g56130 (Arabidopsis thaliana)
SpGA2022_019169-R0	Similar to SAUR71: Auxin-responsive protein SAUR71 (Arabidopsis thaliana)
SpGA2022_019170-R0	Similar to NOC3: Nucleolar complex-associated protein 3 (Arabidopsis thaliana)
SpGA2022_055778-R0	Similar to Tti1: TELO2-interacting protein 1 homolog (Mus musculus)
SpGA2022_019172-R0	Similar to PUP3: Purine permease 3 (Arabidopsis thaliana)
SpGA2022_019173-R0	Protein of unknown function
SpGA2022_055779-R0	Similar to Retrovirus-related Pol polyprotein from transposon TNT 1-94 (Nicotiana tabacum)
SpGA2022_019174-R0	Protein of unknown function
SpGA2022_019175-R0	Similar to 14 kDa proline-rich protein DC2.15 (Daucus carota)
SpGA2022_019176-R0	Protein of unknown function
SpGA2022_019177-R0	Protein of unknown function
SpGA2022_019178-R0	Similar to Myb-related protein Zm1 (Zea mays)
SpGA2022_019179-R0	Similar to NAA20: N-terminal acetyltransferase B complex catalytic subunit NAA20 (Arabidopsis thaliana)
SpGA2022_019180-R0	Similar to 14 kDa proline-rich protein DC2.15 (Daucus carota)
SpGA2022_019181-R0	Protein of unknown function
SpGA2022_019182-R0	Similar to AZI1: pEARLI1-like lipid transfer protein 1 (Arabidopsis thaliana)
SpGA2022_019183-R0	Similar to Os02g0491600: Putative germin-like protein 2-1 (Oryza sativa subsp. japonica)
SpGA2022_019184-R0	Protein of unknown function
SpGA2022_019185-R0	Similar to Os02g0491600: Putative germin-like protein 2-1 (Oryza sativa subsp. japonica)
SpGA2022_019186-R0	Similar to GLP9: Germin-like protein subfamily 1 member 8 (Arabidopsis thaliana)
SpGA2022_019187-R0	Similar to Os02g0491800: Putative germin-like protein 2-3 (Oryza sativa subsp. japonica)
SpGA2022_019188-R0	Similar to TUBB3: Tubulin beta-3 chain (Oryza sativa subsp. japonica)
SpGA2022_019189-R0	Similar to Carnmt1: Carnosine N-methyltransferase (Rattus norvegicus)
SpGA2022_055780-R0	Protein of unknown function
SpGA2022_019191-R0	Protein of unknown function
SpGA2022_019192-R0	Protein of unknown function
SpGA2022_019193-R0	Protein of unknown function
SpGA2022_019194-R0	Similar to At5g44400: Berberine bridge enzyme-like 26 (Arabidopsis thaliana)
SpGA2022_019194-R1	Similar to At5g44400: Berberine bridge enzyme-like 26 (Arabidopsis thaliana)
SpGA2022_019195-R0	Similar to TLP: Thaumatin-like protein (Actinidia chinensis var. chinensis)
SpGA2022_019196-R0	Similar to PBG1: Proteasome subunit beta type-4 (Arabidopsis thaliana)
SpGA2022_019198-R0	Similar to PATL4: Patellin-4 (Arabidopsis thaliana)
SpGA2022_019199-R0	Similar to CBK1: Serine/threonine-protein kinase CBK1 (Pneumocystis carinii)
SpGA2022_055782-R0	Similar to SPCC663.09c: Uncharacterized oxidoreductase C663.09c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
SpGA2022_019201-R0	Similar to PCMP-E87: Putative pentatricopeptide repeat-containing protein At3g01580 (Arabidopsis thaliana)
SpGA2022_019202-R0	Similar to LSH6: Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 6 (Arabidopsis thaliana)
